Unnamed: 0,ending1,ending2,startphrase,labels
546,ಅವನು ಕೆಲಸದಲ್ಲಿ ಒತ್ತಡಕ್ಕೆ ಒಳಗಾಗಿದ್ದರು,ಅವನು ಕೆಲಸದಲ್ಲಿ ಒತ್ತಡಕ್ಕೆ ಒಳಗಾಗಿಲ್ಲ,ಅವನು ಕೆಲಸದಲ್ಲಿ ಹೊಸಬರಂತೆ ಒತ್ತಡಕ್ಕೆ ಒಳಗಾಗಿದ್ದರು,0
99,ಅದನ್ನು ಅರ್ಥ ಮಾಡಿಕೊಳ್ಳುವುದು ಕಷ್ಟ,ಅದನ್ನು ಅರ್ಥ ಮಾಡಿಕೊಳ್ಳುವುದು ಸುಲಭ,ಅದನ್ನು ಅರ್ಥಮಾಡಿಕೊಳ್ಳುವುದು ಪದ್ಯದಷ್ಟು ಜಟಿಲವಾಗಿದೆ,1
132,ಅವರು ಹೆಚ್ಚು ಜ್ಞಾನ ಹೊಂದಿದ್ದಾರೆ,ಅವರು ಹೆಚ್ಚು ಜ್ಞಾನ ಹೊಂದಿಲ್ಲ,ಅವರು ಪಂಡಿತರಷ್ಟು ಜ್ಞಾನವುಳ್ಳವರಾಗಿದ್ದಾರೆ,0
204,ಅವನ ದೃಷ್ಟಿ ತೀಕ್ಷ್ಣವಾಗಿದೆ,ಅವನ ದೃಷ್ಟಿ ತೀಕ್ಷ್ಣವಾಗಿಲ್ಲ,ಅವನು ಹದ್ದಿನಂತೆ ತೀಕ್ಷ್ಣವಾದ ದೃಷ್ಟಿ ಹೊಂದಿದ್ದಾನೆ,0
293,ಆ ಮನೆ ಹಳೆಯದು,ಆ ಮನೆ ಹೊಸದು,ಈ ಮನೆಯು ಹಳೆಯ ಸ್ಮಾರಕದಂತೆ ಹಳೆಯದು,1
581,ಅವಳ ಕಂಗಳು ಹೊಳೆಯುತ್ತಿದ್ದವು,ಅವಳ ಕಂಗಳು ಹೊಳೆಯುತ್ತಿರಲಿಲ್ಲ,ಅವಳ ಕಂಗಳು ಕಲ್ಲಿನಂತೆ ಹೊಳೆಯುತ್ತಿದ್ದವು,1
648,ಅವಳ ಕಣ್ಣು ಹೊಳೆಯುತ್ತಿತ್ತು,ಅವಳ ಕಣ್ಣು ಹೊಳೆಯುತ್ತಿರಲಿಲ್ಲ,ಅವಳ ಕಣ್ಣು ವಜ್ರದಂತೆ ಹೊಳೆಯುತ್ತಿತ್ತು,0
1102,ಈ ವ್ಯಕ್ತಿಯು ಪ್ರಸಿದ್ಧಿಯಾಗಿದ್ದಾನೆ,ಈ ವ್ಯಕ್ತಿಯು ಪ್ರಸಿದ್ಧಿಯಾಗಿಲ್ಲ,ಈ ವ್ಯಕ್ತಿಯು ನಟನಂತೆ ಪ್ರಸಿದ್ಧಿಯಾಗಿದ್ದಾನೆ,0
447,ಈ ಭೂಮಿಯು ಫಲವತ್ತತೆಯಾಗಿದೆ,ಈ ಭೂಮಿಯು ಫಲವತ್ತತೆಯಾಗಿಲ್ಲ,ಈ ಭೂಮಿಯು ಮರುಭೂಮಿಯಂತೆ ಫಲವತ್ತತೆಯಾಗಿದೆ,1
1060,ಭೂಮಿಯು ತಿರುಗುತ್ತದೆ,ಭೂಮಿಯು ತಿರುಗುವುದಿಲ್ಲ,ಭೂಮಿಯು ಸೂರ್ಯನ ಸುತ್ತ ತಿರುಗುತ್ತದೆ,0
1114,ಈ ವಾಹನವು ಎತ್ತರಕ್ಕೆ ಹಾರಬಲ್ಲದು,ಈ ವಾಹನವು ಎತ್ತರಕ್ಕೆ ಹಾರಲ್ಲ,ಈ ವಾಹನವು ಫ್ಲೈಟ್ ನಂತೆ ಎತ್ತರಕ್ಕೆ ಹಾರಬಲ್ಲದು,0
706,ಖಾದ್ಯವು ಶುಚಿಯಾಗಿತ್ತು,ಖಾದ್ಯವು ಶುಚಿಯಾಗಿಲ್ಲ,ಆ ಖಾದ್ಯವು ಮನೆಯಲ್ಲಿ ಮಾಡಿರುವ ತಿಂಡಿಯಂತೆ ಶುಚಿಯಾಗಿತ್ತು,0
914,ಆ ಸಂಗೀತವು ಕೇಳಲು ಇಂಪಾಗಿದೆ,ಆ ಸಂಗೀತವು ಕೇಳಲು ಇಂಪಾಗಿಲ್ಲ,ಆ ಸಂಗೀತವು ಕೇಳಲು ಇಂಪಾಗಿದೆ,0
878,ಆಭರಣ ವಿಶಿಷ್ಟವಾಗಿತ್ತು,ಆಭರಣ ವಿಶಿಷ್ಟವಾಗಿಲ್ಲ,ಆಭರಣ ಕೊಹಿನೂರು ವಜ್ರದಂತೆ ಕಾಣುತ್ತಿತ್ತು,0
157,ಅದು ಸಾಮಾನ್ಯ,ಅದು ಸಾಮಾನ್ಯವಲ್ಲ,ಅದು  ಕೊಹಿನೂರ್ ವಜ್ರದಂತೆ ಸಾಮಾನ್ಯವಾಗಿದೆ.,1
638,ಆ ಪ್ರಾಣಿ ಚೇಷ್ಟೆ ಮಾಡುತ್ತದೆ,ಆ ಪ್ರಾಣಿ ಚೇಷ್ಟೆ ಮಾಡುವುದಿಲ್ಲ,ಆ ಪ್ರಾಣಿ ಕೋತಿಯಂತೆ ಚೇಷ್ಟೆ ಮಾಡುತ್ತದೆ,0
513,ಆ ವ್ಯಕ್ತಿ ಕ್ರಿಯೇಟಿವ್ ಆಗಿದ್ದಾರೆ,ಆ ವ್ಯಕ್ತಿ ಕ್ರಿಯೇಟಿವ್ ಆಗಿಲ್ಲ,ಆ ವ್ಯಕ್ತಿ ಡ್ರೈವರ್ ನಷ್ಟು ಕ್ರಿಯೇಟಿವ್ ಆಗಿದ್ದಾರೆ,1
483,ಆತನ ಸ್ನಾಯುಗಳು ಗಟ್ಟಿ,ಆತನ ಸ್ನಾಯುಗಳು ಗಟ್ಟಿಯಿಲ್ಲ,ಆತನ ಸ್ನಾಯುಗಳು ರೋಗಿಯಂತೆ ಇದ್ದಾವೆ,1
450,ಈ ಕೊಳವು ವಿಶಾಲವಾಗಿದೆ,ಈ ಕೊಳವು ವಿಶಾಲವಾಗಿಲ್ಲ,ಈ ಕೊಳವು ಸಮುದ್ರದಂತೆ ವಿಶಾಲವಾಗಿದೆ,0
105,ಆ ಆಟ ಪ್ರಸಿದ್ಧ,ಆ ಆಟ ಪ್ರಸಿದ್ಧವಲ್ಲ,ಆ ಆಟವು ಹಾಕಿ ಯಷ್ಟು ಪ್ರಸಿದ್ದವಾಗಿದೆ,1
82,ಅದು ತರಕಾರಿಯಷ್ಟು ಉತ್ತಮ,ಅದು ತರಕಾರಿಯಷ್ಟು ಉತ್ತಮವಿಲ್ಲ,ಅದು ತರಕಾರಿಯಷ್ಟು ಉತ್ತಮ,0
881,ಅವನ ಧ್ವನಿ ಸ್ಪಷ್ಟವಾಗಿದೆ,ಅವನ ಧ್ವನಿ ಸ್ಪಷ್ಟವಾಗಿಲ್ಲ,ಅವನ ಧ್ವನಿ ಮಕ್ಕಳಂತೆ ಸ್ಪಷ್ಟವಾಗಿದೆ,1
